"Identified.Proteins","Accession.Number","Alternate.ID","Molecular.Weight","sample","value","group"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X192A",202.76,"OC2_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X249A",220.13,"OC2_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X278A",229.43,"OC2_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X114B",232.75,"OC2_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X115B",237.63,"OC2_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X116B",281.21,"OC2_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X133B",270.73,"OC2_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X137B",269.3,"OC2_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X162B",242.54,"OC2_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X192B",197.61,"OC2_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X249B",190.27,"OC2_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X278B",246.23,"OC2_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X081A",220.75,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X087A",257.95,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X088A",199.63,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X098A",214.89,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X100A",213.26,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X107A",223.9,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X108A",197.24,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X110A",193.34,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X125A",219.36,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X193A",192.21,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X203A",228.68,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X204A",214.74,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X254A",197.48,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X265A",172.54,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X269A",193.92,"OC4_0"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X081B",295.38,"OC4_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X087B",255.83,"OC4_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X088B",269.61,"OC4_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X098B",257.46,"OC4_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X100B",253.25,"OC4_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X107B",259.5,"OC4_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X108B",211.03,"OC4_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X110B",264.42,"OC4_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X125B",275.8,"OC4_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X193B",235.5,"OC4_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X203B",236.16,"OC4_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X204B",220.85,"OC4_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X254B",205.6,"OC4_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X265B",242.57,"OC4_1"
"Cluster of ovotransferrin-like  ","XP_048720573.1 ","TF",109,"X269B",253.94,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X114A",115.65,"OC2_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X115A",138.12,"OC2_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X116A",96.676,"OC2_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X133A",141.59,"OC2_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X137A",121.22,"OC2_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X162A",94.649,"OC2_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X192A",130.32,"OC2_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X249A",158.65,"OC2_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X278A",133.3,"OC2_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X114B",159.3,"OC2_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X115B",164.93,"OC2_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X116B",136.98,"OC2_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X133B",143.43,"OC2_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X137B",150.3,"OC2_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X162B",137.54,"OC2_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X192B",158.22,"OC2_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X249B",165.82,"OC2_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X278B",164.75,"OC2_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X081A",121.32,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X087A",164.95,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X088A",157.52,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X098A",146.52,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X100A",141.54,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X107A",120.65,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X108A",110.07,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X110A",136.26,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X125A",142.43,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X193A",142.78,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X203A",135.05,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X204A",137.58,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X254A",128.86,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X265A",133.09,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X269A",142.8,"OC4_0"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X081B",134.29,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X087B",168.98,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X088B",162.04,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X098B",161.39,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X100B",138.15,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X107B",135.51,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X108B",186.37,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X110B",160.79,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X125B",166.95,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X193B",142.51,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X203B",160.97,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X204B",171.4,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X254B",165.89,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X265B",144.37,"OC4_1"
"Cluster of alpha-2-macroglobulin  ","XP_048678450.1 ","A2M",166,"X269B",158.04,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X114A",160.51,"OC2_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X115A",196.66,"OC2_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X116A",160.88,"OC2_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X133A",173.67,"OC2_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X137A",204.44,"OC2_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X162A",187.55,"OC2_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X192A",162.06,"OC2_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X249A",201.49,"OC2_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X278A",160.54,"OC2_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X114B",188.66,"OC2_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X115B",176.21,"OC2_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X116B",196.71,"OC2_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X133B",183.67,"OC2_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X137B",207.3,"OC2_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X162B",168.07,"OC2_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X192B",160.76,"OC2_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X249B",191.84,"OC2_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X278B",181.17,"OC2_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X081A",176.08,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X087A",194.14,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X088A",175,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X098A",224.66,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X100A",200.1,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X107A",198.04,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X108A",137.36,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X110A",165.56,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X125A",194.93,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X193A",193.7,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X203A",178.94,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X204A",186.69,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X254A",169.85,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X265A",162.41,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X269A",172.62,"OC4_0"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X081B",195.18,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X087B",187.64,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X088B",206.02,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X098B",233.89,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X100B",205.73,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X107B",224.22,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X108B",147.3,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X110B",203.42,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X125B",201.59,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X193B",183.72,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X203B",177.91,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X204B",173.68,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X254B",165.94,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X265B",203.05,"OC4_1"
"Cluster of alpha-2-macroglobulin-like protein 1  ","XP_048686341.1 ","A2ML1",163,"X269B",204.75,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X114A",144.99,"OC2_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X115A",148.49,"OC2_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X116A",138.23,"OC2_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X133A",148.03,"OC2_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X137A",156.01,"OC2_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X162A",156.82,"OC2_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X192A",132.49,"OC2_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X249A",38.372,"OC2_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X278A",180.88,"OC2_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X114B",197.84,"OC2_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X115B",187.01,"OC2_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X116B",192.31,"OC2_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X133B",206.61,"OC2_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X137B",188.83,"OC2_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X162B",188.32,"OC2_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X192B",193.88,"OC2_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X249B",189.19,"OC2_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X278B",146.49,"OC2_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X081A",150.41,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X087A",40.672,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X088A",168.77,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X098A",178.73,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X100A",157.5,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X107A",172.96,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X108A",147.26,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X110A",150.82,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X125A",156.97,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X193A",158.47,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X203A",174.47,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X204A",169.89,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X254A",188.8,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X265A",178.36,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X269A",184.08,"OC4_0"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X081B",174.59,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X087B",174.73,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X088B",192.86,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X098B",244.02,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X100B",194,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X107B",206.02,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X108B",154,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X110B",164.09,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X125B",198.14,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X193B",200.28,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X203B",210.25,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X204B",196.09,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X254B",205.6,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X265B",223.04,"OC4_1"
"fibrinogen gamma chain  ","XP_048703082.1","FGG",50,"X269B",212.48,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X114A",126.75,"OC2_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X115A",130.33,"OC2_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X116A",111.3,"OC2_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X133A",153.88,"OC2_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X137A",135.81,"OC2_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X162A",132.76,"OC2_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X192A",153.92,"OC2_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X249A",157.73,"OC2_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X278A",127.4,"OC2_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X114B",147.87,"OC2_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X115B",145.85,"OC2_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X116B",118.04,"OC2_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X133B",154.52,"OC2_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X137B",136.42,"OC2_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X162B",132.61,"OC2_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X192B",148.04,"OC2_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X249B",159.03,"OC2_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X278B",136.27,"OC2_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X081A",133.26,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X087A",138.95,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X088A",127.13,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X098A",135.49,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X100A",134.17,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X107A",134.16,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X108A",95.048,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X110A",154.96,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X125A",140.02,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X193A",149.43,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X203A",141.77,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X204A",151.59,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X254A",143.39,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X265A",140.77,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X269A",141.25,"OC4_0"
"venom factor-like  ","XP_048687657.1","C3",186,"X081B",126.7,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X087B",141.09,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X088B",126.76,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X098B",135.61,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X100B",144.13,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X107B",134.53,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X108B",173.79,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X110B",130.1,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X125B",124.61,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X193B",130.99,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X203B",133.35,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X204B",155.31,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X254B",120.92,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X265B",132.34,"OC4_1"
"venom factor-like  ","XP_048687657.1","C3",186,"X269B",143.48,"OC4_1"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X114A",119.19,"OC2_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X115A",115.94,"OC2_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X116A",100.22,"OC2_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X133A",124.87,"OC2_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X137A",147.28,"OC2_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X162A",127.48,"OC2_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X192A",121.45,"OC2_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X249A",117.13,"OC2_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X278A",138.99,"OC2_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X114B",108.62,"OC2_1"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X115B",100.22,"OC2_1"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X116B",120.8,"OC2_1"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X133B",110.94,"OC2_1"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X137B",141.63,"OC2_1"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X162B",144.94,"OC2_1"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X192B",120.24,"OC2_1"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X249B",85.405,"OC2_1"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X278B",108.05,"OC2_1"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X081A",97.39,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X087A",129.51,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X088A",115.73,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X098A",131.21,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X100A",148.69,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X107A",131.58,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X108A",92.821,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X110A",139.69,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X125A",161,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X193A",156.43,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X203A",177.43,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X204A",135.53,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X254A",149.74,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X265A",149.28,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X269A",120.09,"OC4_0"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X081B",142.11,"OC4_1"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X087B",154.46,"OC4_1"
"apolipoprotein A-I  ","XP_048683132.1","APOA1",31,"X088B",153.5,"OC4_1"
